,Name,Team,Position,Height,Weight,Age,PosCategory
277,Jose_Vidro,SEA,Second_Baseman,71,193,32.51,Infielder
278,Yuniesky_Betancourt,SEA,Shortstop,70,190,25.08,Infielder
279,Oswaldo_Navarro,SEA,Shortstop,72,150,22.41,Infielder
280,Adrian_Beltre,SEA,Third_Baseman,71,220,27.9,Infielder
281,Raul_Ibanez,SEA,Outfielder,74,200,34.74,Outfielder
282,Jose_Guillen,SEA,Outfielder,71,190,30.79,Outfielder
283,Jeremy_Reed,SEA,Outfielder,72,185,25.71,Outfielder
284,Willie_Bloomquist,SEA,Outfielder,71,185,29.26,Outfielder
285,Adam_Jones,SEA,Outfielder,74,200,21.58,Outfielder
286,Ichiro_Suzuki,SEA,Outfielder,69,172,33.36,Outfielder
287,Mike_Morse,SEA,Outfielder,76,220,24.94,Outfielder
288,Felix_Hernandez,SEA,Starting_Pitcher,75,225,20.9,Pitcher
289,Ryan_Feierabend,SEA,Starting_Pitcher,75,190,21.52,Pitcher
290,Sean_White,SEA,Starting_Pitcher,76,195,25.85,Pitcher
291,Horacio_Ramirez,SEA,Starting_Pitcher,73,219,27.27,Pitcher
292,Cha_Baek,SEA,Starting_Pitcher,76,190,26.75,Pitcher
293,Miguel_Batista,SEA,Starting_Pitcher,73,197,36.03,Pitcher
294,Jeff_Weaver,SEA,Starting_Pitcher,77,200,30.52,Pitcher
295,Jarrod_Washburn,SEA,Starting_Pitcher,73,195,32.55,Pitcher
296,George_Sherrill,SEA,Relief_Pitcher,72,210,29.86,Pitcher
297,Julio_Mateo,SEA,Relief_Pitcher,72,177,29.58,Pitcher
298,J.J._Putz,SEA,Relief_Pitcher,77,220,30.02,Pitcher
299,Chris_Reitsma,SEA,Relief_Pitcher,77,235,29.16,Pitcher
300,Cesar_Jimenez,SEA,Relief_Pitcher,71,180,22.3,Pitcher
